ID Vítima Indiciado/suspeito,AIS,Município de ocorrência,Data da comunicação,Data da ocorrência,Tipo de local,Idade da vítima,Gênero da vítima,Profissão da vítima,faixa etaria
AI0477,AIS 14,Camocim,2019-11-06,2019-11-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0815,AIS 15,Madalena,2019-12-05,2019-11-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0977,AIS 22,Piquet Carneiro,2019-11-10,2019-11-10,RESIDENCIA PARTICULAR,,Masculino,ESTUDANTE,
AI0924,AIS 18,Russas,2019-11-14,2019-11-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0757,AIS 19,Juazeiro do Norte,2019-11-19,2019-11-14,RESIDENCIA PARTICULAR,34.0,Masculino,GUARDA MUNICIPAL,Adulto
AI0306,AIS 08,Fortaleza,2019-11-20,2019-11-20,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI1026,AIS 14,Tianguá,2019-11-26,2019-11-25,RESIDENCIA PARTICULAR,17.0,Feminino,NÃO INFORMADO,Jovem
AI1026,AIS 14,Tianguá,2019-11-26,2019-11-25,RESIDENCIA PARTICULAR,17.0,Feminino,VENDEDORA,Jovem
AI0364,AIS 21,Acopiara,2021-08-25,2019-11-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0866,AIS 25,Pacajus,2019-11-29,2019-11-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0498,AIS 19,Caririaçu,2019-12-09,2019-11-30,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0051,AIS 07,Fortaleza,2019-12-05,2019-12-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0407,AIS 18,Fortim,2019-12-11,2019-12-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0760,AIS 19,Juazeiro do Norte,2019-12-11,2019-12-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0298,AIS 01,Fortaleza,2019-12-14,2019-12-14,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0298,AIS 01,Fortaleza,2019-12-14,2019-12-14,RESIDENCIA PARTICULAR,10.0,Feminino,NÃO INFORMADO,Adolecencia
AI0217,AIS 03,Fortaleza,2019-12-15,2019-12-15,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0554,AIS 16,Poranga,2019-12-16,2019-12-16,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0554,AIS 16,Poranga,2019-12-16,2019-12-16,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0639,AIS 18,Jaguaribe,2021-07-13,2019-12-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0727,AIS 16,Ipu,2019-12-17,2019-12-17,RESIDENCIA PARTICULAR,89.0,Feminino,NÃO INFORMADO,Idoso
AI0288,AIS 06,Fortaleza,2019-12-18,2019-12-18,RESIDENCIA PARTICULAR,9.0,Feminino,ESTUDANTE,Criança
AI0329,AIS 19,Juazeiro do Norte,2019-12-20,2019-12-19,RESIDENCIA PARTICULAR,11.0,Feminino,ESTUDANTE,Adolecencia
AI0029,AIS 05,Fortaleza,2019-12-20,2019-12-20,"HOSPITAL, CLINICA, ETC",70.0,Masculino,OPERARIO,Idoso
AI0943,AIS 16,Catunda,2019-12-20,2019-12-20,RESIDENCIA PARTICULAR,14.0,Feminino,ESTUDANTE,Adolecencia
AI1079,AIS 17,Itapajé,2020-09-24,2019-12-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0331,AIS 14,Sobral,2019-12-25,2019-12-25,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI0964,AIS 18,São João do Jaguaribe,2019-12-28,2019-12-28,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0098,AIS 03,Fortaleza,2019-12-31,2019-12-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0205,AIS 06,Fortaleza,2020-01-02,2020-01-01,RESIDENCIA PARTICULAR,4.0,Feminino,NÃO INFORMADO,Criança
AI0205,AIS 06,Fortaleza,2020-01-02,2020-01-01,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0081,AIS 12,Maracanaú,2025-03-17,2020-01-01,VIA PUBLICA,38.0,Feminino,Não informado,Adulto
AI0650,AIS 19,Jardim,2020-01-24,2020-01-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0446,AIS 19,Barbalha,2020-01-09,2020-01-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0561,AIS 19,Santana do Cariri,2020-01-15,2020-01-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0251,AIS 04,Fortaleza,2020-01-14,2020-01-14,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0881,AIS 20,Pedra Branca,2020-02-13,2020-01-18,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0378,AIS 18,Potiretama,2020-02-12,2020-01-21,RESIDENCIA PARTICULAR,22.0,Masculino,NÃO INFORMADO,Jovem
AI0558,AIS 19,Santana do Cariri,2020-01-21,2020-01-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1022,AIS 22,Aiuaba,2020-02-14,2020-01-27,RESIDENCIA PARTICULAR,17.0,Masculino,AGRICULTOR(A),Jovem
AI1022,AIS 22,Aiuaba,2020-02-14,2020-01-27,RESIDENCIA PARTICULAR,13.0,Feminino,AGRICULTOR(A),Adolecencia
AI0607,AIS 13,Aquiraz,2020-01-29,2020-01-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1096,AIS 21,Várzea Alegre,2020-02-03,2020-02-03,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0418,AIS 19,Assaré,2020-02-06,2020-02-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0692,AIS 21,Várzea Alegre,2020-02-08,2020-02-07,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI1001,AIS 20,Solonópole,2020-03-18,2020-02-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0139,AIS 23,Paraipaba,2020-02-13,2020-02-13,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0450,AIS 15,Barreira,2021-08-17,2020-02-13,RESIDENCIA PARTICULAR,13.0,Feminino,ESTUDANTE,Adolecencia
AI0938,AIS 16,Santa Quitéria,2021-02-04,2020-02-19,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0479,AIS 14,Camocim,2020-02-25,2020-02-24,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0482,AIS 14,Camocim,2020-02-24,2020-02-24,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0231,AIS 03,Fortaleza,2020-02-26,2020-02-26,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0370,AIS 18,Alto Santo,2020-05-07,2020-02-27,RESIDENCIA PARTICULAR,12.0,Feminino,ESTUDANTE,Adolecencia
AI0305,AIS 06,Fortaleza,2020-02-28,2020-02-27,RESIDENCIA PARTICULAR,39.0,Feminino,ABATEDOR DE FRANGO,Adulto
AI0305,AIS 06,Fortaleza,2020-02-28,2020-02-27,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0728,AIS 16,Ipu,2020-03-02,2020-02-29,VIA PUBLICA,13.0,Masculino,NÃO INFORMADO,Adolecencia
AI0553,AIS 16,Independência,2020-03-01,2020-03-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1110,AIS 21,Várzea Alegre,2020-03-03,2020-03-03,RESIDENCIA PARTICULAR,10.0,Masculino,ESTUDANTE,Adolecencia
AI0970,AIS 20,Milhã,2020-03-06,2020-03-05,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0504,AIS 13,Cascavel,2020-03-07,2020-03-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0151,AIS 12,Maracanaú,2020-03-07,2020-03-07,RESIDENCIA PARTICULAR,35.0,Feminino,COMERCIANTE,Adulto
AI0019,AIS 01,Fortaleza,2020-03-11,2020-03-08,RESIDENCIA PARTICULAR,44.0,Feminino,"PEDAG., EM.MARIA FELICIO LOPES",Adulto
AI1002,AIS 20,Solonópole,2020-03-31,2020-03-11,VIA PUBLICA,9.0,Masculino,NÃO INFORMADO,Criança
AI1002,AIS 20,Solonópole,2020-03-31,2020-03-11,VIA PUBLICA,12.0,Feminino,ESTUDANTE,Adolecencia
AI1002,AIS 20,Solonópole,2020-03-31,2020-03-11,VIA PUBLICA,8.0,Masculino,ESTUDANTE,Criança
AI0624,AIS 17,Itapipoca,2020-07-13,2020-04-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0840,AIS 22,Mombaça,2020-05-29,2020-04-27,VIA PUBLICA,69.0,Feminino,APOSENTADA,Idoso
AI1041,AIS 14,Tianguá,2020-05-17,2020-05-16,RESIDENCIA PARTICULAR,6.0,Feminino,ESTUDANTE,Criança
AI1074,AIS 14,Ubajara,2020-05-20,2020-05-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0534,AIS 16,Poranga,2020-05-21,2020-05-21,RESIDENCIA PARTICULAR,13.0,Masculino,NÃO INFORMADO,Adolecencia
AI0534,AIS 16,Poranga,2020-05-21,2020-05-21,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0768,AIS 19,Juazeiro do Norte,2020-05-23,2020-05-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0812,AIS 18,Limoeiro do Norte,2020-06-05,2020-06-05,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI0812,AIS 18,Limoeiro do Norte,2020-06-05,2020-06-05,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0740,AIS 18,Iracema,2020-06-09,2020-06-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0376,AIS 18,Alto Santo,2020-06-10,2020-06-07,RESIDENCIA PARTICULAR,86.0,Feminino,APOSENTADA,Idoso
AI0741,AIS 18,Iracema,2020-06-09,2020-06-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0562,AIS 19,Potengi,2020-06-15,2020-06-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1102,AIS 21,Várzea Alegre,2020-06-18,2020-06-17,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0336,AIS 11,Caucaia,2020-06-19,2020-06-18,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0336,AIS 11,Caucaia,2020-06-19,2020-06-18,RESIDENCIA PARTICULAR,14.0,Masculino,NÃO INFORMADO,Adolecencia
AI0336,AIS 11,Caucaia,2020-06-19,2020-06-18,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0456,AIS 17,Bela Cruz,2020-06-30,2020-06-27,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0955,AIS 14,São Benedito,2020-06-30,2020-06-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0946,AIS 14,São Benedito,2020-07-28,2020-07-06,RESIDENCIA PARTICULAR,9.0,Masculino,ESTUDANTE,Criança
AI0322,AIS 01,Fortaleza,2020-07-23,2020-07-06,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0594,AIS 15,Mulungu,2020-07-08,2020-07-08,RESIDENCIA PARTICULAR,11.0,Masculino,PADEIRO,Adolecencia
AI0573,AIS 19,Crato,2020-07-10,2020-07-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0949,AIS 14,São Benedito,2020-07-13,2020-07-11,RESIDENCIA PARTICULAR,11.0,Masculino,NÃO INFORMADO,Adolecencia
AI0078,AIS 06,Fortaleza,2020-07-13,2020-07-12,VIA PUBLICA,25.0,Feminino,ND,Jovem
AI0037,AIS 02,Fortaleza,2020-07-16,2020-07-16,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0560,AIS 19,Santana do Cariri,2020-07-25,2020-07-25,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0638,AIS 18,Jaguaribe,2020-08-13,2020-07-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0427,AIS 21,Tarrafas,2020-09-17,2020-07-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0773,AIS 19,Juazeiro do Norte,2020-07-28,2020-07-28,CASA COMERCIAL,,NÃO INFORMADO,NÃO INFORMADO,
AI0870,AIS 14,Graça,2020-11-03,2020-08-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0074,AIS 11,Caucaia,2020-08-10,2020-08-09,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0882,AIS 20,Pedra Branca,2020-08-11,2020-08-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0445,AIS 19,Barbalha,2021-04-20,2020-08-13,RESIDENCIA PARTICULAR,12.0,Masculino,NÃO INFORMADO,Adolecencia
AI0445,AIS 19,Barbalha,2021-04-20,2020-08-13,RESIDENCIA PARTICULAR,8.0,Masculino,ESTUDANTE,Criança
AI0445,AIS 19,Barbalha,2021-04-20,2020-08-13,RESIDENCIA PARTICULAR,8.0,Masculino,ESTUDANTE,Criança
AI0445,AIS 19,Barbalha,2021-04-20,2020-08-13,RESIDENCIA PARTICULAR,14.0,Masculino,ESTUDANTE,Adolecencia
AI0023,AIS 04,Fortaleza,2020-08-17,2020-08-17,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0651,AIS 14,Ibiapina,2020-08-19,2020-08-19,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0474,AIS 14,Camocim,2020-08-22,2020-08-20,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0933,AIS 14,Santana do Acaraú,2020-08-24,2020-08-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0564,AIS 19,Altaneira,2020-08-24,2020-08-24,REPARTICAO PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1078,AIS 17,Umirim,2020-09-16,2020-08-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0262,AIS 06,Fortaleza,2020-08-26,2020-08-26,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0499,AIS 13,Cascavel,2020-08-26,2020-08-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0775,AIS 19,Juazeiro do Norte,2020-08-26,2020-08-26,CASA COMERCIAL,,Masculino,NÃO INFORMADO,
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0131,AIS 11,Caucaia,2020-08-28,2020-08-27,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI1068,AIS 14,Ubajara,2020-09-01,2020-09-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0948,AIS 14,Carnaubal,2021-10-11,2020-09-01,RESIDENCIA PARTICULAR,,Masculino,DEFICIENTE,
AI0948,AIS 14,Carnaubal,2021-10-11,2020-09-01,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0729,AIS 14,Croatá,2020-09-11,2020-09-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0677,AIS 21,Iguatu,2020-09-03,2020-09-03,VIA PUBLICA,21.0,Feminino,DO LAR,Jovem
AI0677,AIS 21,Iguatu,2020-09-03,2020-09-03,VIA PUBLICA,45.0,Feminino,DOMÉSTICA,Adulto
AI0547,AIS 16,Monsenhor Tabosa,2020-09-06,2020-09-05,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI0270,AIS 03,Fortaleza,2020-09-11,2020-09-10,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0203,AIS 02,Fortaleza,2020-09-12,2020-09-12,RESIDENCIA PARTICULAR,6.0,Masculino,NÃO INFORMADO,Criança
AI0203,AIS 02,Fortaleza,2020-09-12,2020-09-12,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0577,AIS 19,Crato,2021-01-21,2020-09-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0271,AIS 12,Maracanaú,2020-09-18,2020-09-17,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0475,AIS 14,Camocim,2020-09-19,2020-09-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0324,AIS 19,Crato,2020-09-23,2020-09-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0520,AIS 25,Chorozinho,2020-10-01,2020-09-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0730,AIS 16,Ipu,2020-10-05,2020-10-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0244,AIS 07,Fortaleza,2020-10-11,2020-10-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1040,AIS 14,Ubajara,2020-10-11,2020-10-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0107,AIS 09,Fortaleza,2020-10-12,2020-10-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0934,AIS 14,Santana do Acaraú,2020-10-13,2020-10-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0315,AIS Não Identificada (Fortaleza),Fortaleza,2021-01-11,2020-10-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0682,AIS 21,Várzea Alegre,2020-10-14,2020-10-14,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0195,AIS 13,Aquiraz,2020-12-03,2020-10-20,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0658,AIS 21,Icó,2020-10-25,2020-10-25,VIA PUBLICA,1.0,Masculino,NÃO INFORMADO,Criança
AI0390,AIS 17,Amontada,2020-10-29,2020-10-27,RESIDENCIA PARTICULAR,0.0,Masculino,NÃO INFORMADO,Criança
AI0630,AIS 17,Itapipoca,2020-10-29,2020-10-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0075,AIS 24,Pacatuba,2020-11-05,2020-11-05,RESIDENCIA PARTICULAR,18.0,Feminino,ESTUDANTE,Jovem
AI0162,AIS 12,Maracanaú,2020-11-07,2020-11-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0063,AIS 24,Pacatuba,2021-05-25,2020-11-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0278,AIS Não Identificada (Fortaleza),Fortaleza,2020-11-12,2020-11-12,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0372,AIS 18,Alto Santo,2021-01-05,2020-11-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0388,AIS 18,Alto Santo,2020-11-30,2020-11-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0181,AIS 24,Maranguape,2021-01-29,2020-12-14,RESIDENCIA PARTICULAR,47.0,Masculino,SEM PROFISSÃO,Adulto
AI1015,AIS 16,Tamboril,2020-12-21,2020-12-18,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0846,AIS 20,Morada Nova,2020-12-28,2020-12-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0723,AIS 16,Ipu,2020-12-22,2020-12-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0923,AIS 18,Quixeré,2023-11-29,2021-01-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0733,AIS 16,Ararendá,2021-01-05,2021-01-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0297,AIS 06,Fortaleza,2021-01-08,2021-01-08,VIA PUBLICA,4.0,Masculino,NÃO INFORMADO,Criança
AI0769,AIS 19,Juazeiro do Norte,2021-01-15,2021-01-15,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0080,AIS 12,Maracanaú,2021-07-26,2021-01-17,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI1077,AIS 17,Umirim,2021-01-19,2021-01-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0284,AIS 01,Fortaleza,2021-01-22,2021-01-21,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0154,AIS 12,Maracanaú,2021-01-30,2021-01-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0253,AIS 06,Fortaleza,2021-01-31,2021-01-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0784,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,13.0,Feminino,ESTUDANTE,Adolecencia
AI0784,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,16.0,Masculino,ESTUDANTE,Jovem
AI0784,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,10.0,Masculino,ESTUDANTE,Adolecencia
AI0783,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,13.0,Feminino,ESTUDANTE,Adolecencia
AI0783,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,16.0,Masculino,ESTUDANTE,Jovem
AI0783,AIS 19,Juazeiro do Norte,2021-02-01,2021-02-01,RESIDENCIA PARTICULAR,10.0,Masculino,ESTUDANTE,Adolecencia
AI0522,AIS 14,Coreaú,2021-02-11,2021-02-03,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1059,AIS 14,Guaraciaba do Norte,2021-02-07,2021-02-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0901,AIS 20,Choró,2021-02-12,2021-02-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0632,AIS 17,Itarema,2021-06-25,2021-02-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0963,AIS 23,São Gonçalo do Amarante,2021-06-02,2021-02-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0055,AIS 02,Fortaleza,2021-03-01,2021-02-27,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0312,AIS 07,Fortaleza,2021-03-02,2021-03-02,RESIDENCIA PARTICULAR,10.0,Feminino,ESTUDANTE,Adolecencia
AI0054,AIS 12,Maracanaú,2021-03-03,2021-03-03,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0656,AIS 18,Icapuí,2021-08-25,2021-03-04,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0141,AIS 03,Fortaleza,2021-03-26,2021-03-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0676,AIS 21,Iguatu,2021-03-10,2021-03-10,REPARTICAO PUBLICA,0.0,Masculino,NÃO INFORMADO,Criança
AI1024,AIS 22,Tauá,2021-03-15,2021-03-14,RESIDENCIA PARTICULAR,15.0,Masculino,NÃO INFORMADO,Adolecencia
AI0906,AIS 22,Quiterianópolis,2021-03-31,2021-03-30,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0671,AIS 21,Várzea Alegre,2021-04-01,2021-04-01,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0545,AIS 16,Novo Oriente,2021-04-15,2021-04-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0766,AIS 19,Juazeiro do Norte,2021-04-08,2021-04-08,REPARTICAO PUBLICA,,Masculino,NÃO INFORMADO,
AI1099,AIS 21,Várzea Alegre,2021-04-12,2021-04-09,RESIDENCIA PARTICULAR,17.0,Feminino,ESTUDANTE,Jovem
AI0745,AIS 18,Ereré,2021-06-15,2021-04-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0829,AIS 19,Milagres,2021-04-23,2021-04-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0962,AIS 23,São Gonçalo do Amarante,2021-05-06,2021-04-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0471,AIS 19,Brejo Santo,2021-04-27,2021-04-26,RESIDENCIA PARTICULAR,16.0,Feminino,ESTUDANTE,Jovem
AI0597,AIS 25,Horizonte,2021-04-27,2021-04-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0858,AIS 21,Orós,2021-05-03,2021-04-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0502,AIS 13,Cascavel,2021-05-09,2021-05-09,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI1069,AIS 14,Ubajara,2021-05-17,2021-05-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0400,AIS 18,Aracati,2021-05-25,2021-05-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0849,AIS 16,Ararendá,2021-05-25,2021-05-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0289,AIS 06,Fortaleza,2021-05-27,2021-05-27,RESIDENCIA PARTICULAR,0.0,Masculino,NÃO TEM,Criança
